,Duplicate indexes (add the index of the first entry),Category,Claim,Debunk_Date,Idx,Label,Source,,Topics
54,,"Vaccines, medical treatments, and tests",Anti-bacterial treatments are not efficient,23/11/2020,54,TRUE,WHO,,
55,,Virus transmission,Covid is spread through respiratory droplets or contact with contaminated surfaces.,23/11/2020,55,TRUE,WHO,,
56,,Virus transmission,Pets can contract Covid,,56,TRUE,MedicalNewsToday,,
57,,Medical advice and self-treatments,"Garlic slows down bacterial growth, not viral",,57,TRUE,MedicalNewsToday,,
58,,Virus origin and properties,This type of Covid started in animals,,58,TRUE,MedicalNewsToday,,
59,,Virus origin and properties,Many people are asymptomatic when they get Covid,,59,TRUE,KCL,,
60,,Medical advice and self-treatments,Alcohol solutions can deactivate the virus on surfaces,,60,TRUE,KCL,,
61,,"Vaccines, medical treatments, and tests",Coartem is not a COVID treatment,,61,TRUE,KCL,,
62,,,"Chinese state media claims Ghana’s coronavirus cases have surpassed 9,000, with over 400 deaths.		",4/13/2020,0,FALSE,GhanaFact,,JAY START
63,,,ICMR issued a report claiming the number of people infected with thte coronavirus increased up to 8 Lakh if india did not announce a lockdown.		,1/1/2020,1,FALSE,Vishvas News,,
64,,"Public preparedness, protests, and civil disobedience",Hindu man in Rajasthan killed by Muslims amidst lockdown.		,4/11/2020,2,FALSE,FactCrescendo,,
65,,"Public preparedness, protests, and civil disobedience","A WhatsApp forward, along with a video, is doing the rounds in which it is claimed that a person who belongs to the Tablighi Jamaat was kept in an isolation ward where he started wandering naked. The viral forward also claims that the person who was wandering naked did this vulgar act intentionally.                ",4/11/2020,3,FALSE,Newschecker,,
66,,"Public authority actions, policy, and communications",Industrialist Ratan Tata’s view on economic downfall due to COVID-19.		,4/11/2020,4,FALSE,FactCrescendo,,
67,,Medical advice and self-treatments,Mustard oil can kill coronavirus.		,4/10/2020,5,FALSE,Vishvas News,,
68,,Community spread and impact,Photograph of a rail track from Colombo filled with wild-flowers during current curfew period in Sri Lanka.		,4/10/2020,6,FALSE,FactCrescendo,,
69,,Community spread and impact,"Dr. Vandana Tiwari, part of the team investigating and identifying attendees of Tablighi Jamaat in U.P’s Bareilly who were attacked by them succumbed to her injuries today		",4/10/2020,7,FALSE,FactCrescendo,,
70,,Virus transmission,Rs 2000 notes scattered in Delhi to spread Coronavirus infection.		,4/10/2020,8,FALSE,FactCrescendo,,
71,,Medical advice and self-treatments,Israel has no deaths from COVID-19; tea made of lemon and bicarbonate can cure coronavirus.		,4/9/2020,9,FALSE,Vishvas News,,
72,,Community spread and impact,Website link in order to activate 100 GB Free Internet Data & Rs.500 Talk time offer amid the COVID19 situation in Sri Lanka.		,4/9/2020,10,FALSE,FactCrescendo,,
73,,Virus transmission,"Some Countries are dumping COVID-19 infected dead bodies in the sea, therefore be careful while consuming sea food.		",4/9/2020,11,FALSE,FactCrescendo,,
74,,Virus origin and properties,"Dr.Charles Lieber, chair of Harvard University’s Chemistry and Chemical Biology Department was arrested for manufacturing and selling the Coronavirus to China.		",4/9/2020,12,FALSE,FactCrescendo,,
75,,Community spread and impact,A Facebook user shared a video that shows dead bodies being washed ashore at some unidentified beach.		,4/9/2020,13,FALSE,Newschecker,,
76,,"Public authority actions, policy, and communications",Indian government will reduce employees’ pension by 30% and terminate pensions offered to those who are above 80 as a way to divert funds towards managing health services and tackling the adverse impact of the new coronavirus pandemic.		,4/10/2020,14,FALSE,FactCrescendo,,
77,,Medical advice and self-treatments,"The new coronavirus pH varies from 5.5 to 8.5. To defeat it, we need to consume more alkaline food.		",4/10/2020,15,FALSE,FactCrescendo,,
78,,Community spread and impact,"Herd of Sri Lankan Sambar Deer’s were seen freely gazing on a beach of Yala National Park, due to lack of human activity during current curfew period in Sri Lanka.		",4/9/2020,16,FALSE,FactCrescendo,,
79,,Community spread and impact,31 coronavirus patients have recovered in Ghana.		,4/8/2020,17,FALSE,GhanaFact,,
80,,"Public authority actions, policy, and communications",Indian government deploying the army in Telangana to curb the coronavirus situation		,4/8/2020,18,FALSE,FactCrescendo,,
81,,Community spread and impact,Family starving for food commits suicide in India during lockdown.		,4/8/2020,19,FALSE,FactCrescendo,,
82,,"Public authority actions, policy, and communications",All social media group admins are requested to close their groups for two days.		,4/8/2020,20,FALSE,FactCrescendo,,
83,,"Public preparedness, protests, and civil disobedience",American citizens have placed a nude statue of President Donald Trump in New York City because he failed to handle the coronavirus situation in USA.		,4/9/2020,21,FALSE,FactCrescendo,,
84,,Community spread and impact,In Karnataka all Hindus have decided to boycott Muslims because of their anti-national activities.		,4/8/2020,22,FALSE,The Quint,,
85,,Conspiracy theories,A video shows a fortune teller predicting the coronavirus pandemic in December on Spanish TV.		,4/8/2020,23,FALSE,Observador,,
86,,Virus origin and properties,"A video shows that after drinking snake blood during training in Thailand, US soldiers went to Wuhan for the Military World Games. The US soldiers were the intermediate hosts of COVID-19.		",4/9/2020,24,FALSE,Taiwan FactCheck Center,,
87,,Claims about prominent actors,President of Sri Lanka has contracted COVID-19.		,4/8/2020,25,FALSE,FactCrescendo,,
88,,Community spread and impact,A video of dozens of people praying outdoors shows Italians praying during the novel coronavirus pandemic.		,4/7/2020,26,FALSE,AFP,,
89,,"Public authority actions, policy, and communications",Some countries are throwing away bodies of coronavirus patients into the sea.		,4/9/2020,27,FALSE,The Quint,,
90,,"Public authority actions, policy, and communications",A post says that Barack Obama warned Africans not to accept European or American vaccines.		,4/7/2020,28,FALSE,Observador,,
91,,"Public authority actions, policy, and communications",Black body bags being referred to as deaths in New York and the reason a lockdown is essential.		,4/7/2020,29,FALSE,BOOM FactCheck,,
92,,Virus transmission,Muslim owned restaurants in Bengaluru have chefs brainwashed by Markaz attendees and are spreading Coronavirus by spitting in the food.		,4/4/2020,30,FALSE,Newschecker,,
93,,Community spread and impact,"Social media accounts purporting to represent the Nigeria Centre for Disease Control have proliferated since February, when Africa’s most populous country recorded its first case of COVID-19.		",4/7/2020,31,FALSE,AFP,,
94,,Conspiracy theories,5G exposure/radiation pollution compromises the structure and function of hemoglobin in cells and worsens COVID-19 pandemic.		,4/11/2020,32,FALSE,Science Feedback,,
95,,"Public authority actions, policy, and communications",Barack Obama warned Africans against vaccines from America and Europe.		,4/7/2020,33,FALSE,Dubawa,,
96,,Conspiracy theories,Coronavirus will be exterminated if lockdowns are lifted.		,4/14/2020,34,FALSE,LeadStories,,
97,,"Public authority actions, policy, and communications",The number of deaths from COVID-19 are exaggerated.		,4/8/2020,35,FALSE,LeadStories,,
98,,"Public authority actions, policy, and communications",A Dutch minister said that “giving money to Portuguese politicians is like putting a cat in a sardines basket”.		,4/7/2020,36,FALSE,Observador,,
99,,Claims about prominent actors,A member of Tablighi Jamaat is roaming naked and misbehaving with hospital staff.		,4/9/2020,37,FALSE,The Quint,,
100,,"Public authority actions, policy, and communications",A 24-hour COVID-19 hotline offers essential food items during curfew in Sri Lanka.		,4/7/2020,38,FALSE,FactCrescendo,,
101,,"Public authority actions, policy, and communications",A photo has been shared hundreds of times in multiple posts on Facebook and Twitter which claim it shows that packets of spice included in Sri Lankan government ration kits during the COVID-19 lockdown were branded with a local political party’s logo. The posts allege that the photo is evidence vulnerable people are being exploited during the pandemic for political gain.		,4/8/2020,39,FALSE,AFP,,
102,,"Public authority actions, policy, and communications","As a special task force assembled earlier this month to help in the handling of the COVID-19 outbreak, a photo of a tank on Toronto’s Dundas Square surfaced on social media.		",4/8/2020,40,FALSE,AFP,,
103,,Virus transmission,Video of bodies being washed ashore being shared as countries dumping their coronavirus bodies into the sea and thus requesting people to avoid sea food.		,4/7/2020,41,FALSE,BOOM FactCheck,,
104,,Claims about prominent actors,The Gandhi siblings- Priyanka and Rahul broke down the lockdown enforced in India and were roaming around.		,4/6/2020,42,FALSE,BOOM FactCheck,,
105,,"Public authority actions, policy, and communications",A graphic has been shared hundreds of times in multiple posts on Facebook and Twitter alongside a claim that it contains a quote from Britain’s Queen Elizabeth in which she praises Philippine President Rodrigo Duterte for his efforts to curb the novel coronavirus pandemic. The posts allege that the queen made the remarks during her televised speech on 4/6/20.		,4/9/2020,43,FALSE,AFP,,
106,,Community spread and impact,"Owing to India lighting diyas on April 5, a satellite captured India as illuminated while the world was in darkness.		",4/6/2020,44,FALSE,BOOM FactCheck,,
107,,"Public authority actions, policy, and communications",The WHO has issued a protocol for lockdown extension providing a relaxation period of five days.		,4/6/2020,45,FALSE,FactCrescendo,,
108,,"Public authority actions, policy, and communications",Queen Elizabeth said Philippine President Rodrigo Duterte “is the kind of leader who knows the way … Filipinos are very lucky to have him.”		,4/7/2020,46,FALSE,PolitiFact,,
109,,"Public authority actions, policy, and communications",“The North Carolina and Virginia State line is closed. Nothing in or out.”		,4/8/2020,47,FALSE,PolitiFact,,
110,,Community spread and impact,A man in Italy killed himself after he lost his family to the coronavirus.		,4/9/2020,48,FALSE,The Quint,,
111,,Medical advice and self-treatments,“59 people die as pastor gives them Dettol to drink in church to prevent coronavirus.”		,4/8/2020,49,FALSE,PolitiFact,,
112,,Community spread and impact,A video of fire is shared with the claim that a fire erupted at Solapur Airport in Maharashtra state due to firecrackers on 4/5/20 at 9p.m.		,4/6/2020,50,FALSE,FactCrescendo,,
113,,"Public authority actions, policy, and communications","The Disaster Management Act has been implemented across India. As per the act, apart from the government departments, no other citizen is allowed to post or share any forward related to the novel coronavirus.		",4/6/2020,51,FALSE,Newschecker,,
114,,"Public authority actions, policy, and communications","A claim has been shared thousands of times on Facebook and Twitter in Sri Lanka that the ruler of Sharjah, one of the seven emirates of the United Arab Emirates (UAE), banned burials of people who died after contracting the novel coronavirus.		",4/7/2020,52,FALSE,AFP,,
115,,Community spread and impact,"Amid COVID-19 lockdown, the Himalayan Mountain Range is visible from the Puttalam area in Sri Lanka.		",4/6/2020,53,FALSE,FactCrescendo,,
116,,Conspiracy theories,A poem about people staying home was written by Kathleen O’Mara in 1869.		,4/8/2020,54,FALSE,PolitiFact,,
117,,"Public authority actions, policy, and communications",Hospital is caught using a dummy in pandemic footage.		,4/7/2020,55,FALSE,LeadStories,,
118,,Conspiracy theories,Photo of a mannequin being wheeled into a hospital shows the COVID-19 coverup.		,4/6/2020,56,FALSE,LeadStories,,
119,,Virus transmission,Video suggesting that a man is spitting on bread to spread coronavirus.		,4/6/2020,57,FALSE,BOOM FactCheck,,
120,,Claims about prominent actors,"Former NYC Mayor Rudolph Giuliani said he “bought $2M in shares of Novartis, a primary supplier of hydroxychloroquine” in early February.		",4/9/2020,58,FALSE,PolitiFact,,
121,,Conspiracy theories,Coronavirus is fake or a made-up ploy by 5G.		,4/5/2020,59,FALSE,LeadStories,,
122,,Community spread and impact,"A video has been viewed tens of thousands of times in multiple posts on Facebook, Weibo and Twitter that claim it shows people who committed suicide in the U.S. after contracting COVID-19.		",4/9/2020,60,FALSE,AFP,,
123,,Community spread and impact,"“In Italy, they have thrown their money on the streets. A clear message to the whole world that money is not enough when health is in danger.”		",4/9/2020,61,FALSE,PolitiFact,,
124,,Claims about prominent actors,This is the video of Congress leaders Rahul and Priyanka Gandhi breaking coronavirus lockdown by stepping out.		,4/5/2020,62,FALSE,India Today,,
125,,"Public authority actions, policy, and communications",Coronavirus death toll in the U.S. is inflated by inclusion of unrelated deaths.		,4/8/2020,63,FALSE,FactCheck.org,,
126,,"Public preparedness, protests, and civil disobedience",People are handing out masks “doused with chemicals which knocks you out cold” so they can rob you.		,4/9/2020,64,FALSE,PolitiFact,,
127,,Claims about prominent actors,The NBA is asking President Donald Trump to “resign or we’ll never play again.”		,4/6/2020,65,FALSE,PolitiFact,,
128,,"Public preparedness, protests, and civil disobedience","A viral video showing some men assaulting a policeman is being shared with the claim that it is from Agripada, Mumbai (Indiaa).		",4/4/2020,66,FALSE,FactCrescendo,,
129,,"Public authority actions, policy, and communications",Sri Lankan police made an announcement stating that citizens are not allowed to post any update or share any forward related to coronavirus and it being a punishable offense.		,4/4/2020,67,FALSE,FactCrescendo,,
130,,"Public authority actions, policy, and communications",President Donald Trump’s statement that lupus patients are not vulnerable to COVID-19 is not true.		,4/4/2020,68,FALSE,LeadStories,,
131,,Claims about prominent actors,Barack Obama has urged Africans to reject any COVID-19 vaccine produced by the United States and Europe.		,4/4/2020,69,FALSE,PesaCheck,,
132,,"Public authority actions, policy, and communications",China supplied 2 million masks to Africa; WHO says Africa must (should) prepare for the worst; China plans to distribute “infected” masks.		,4/4/2020,70,FALSE,Dubawa,,
133,,Community spread and impact,Brazilians lighting candles after PM Modi’s call to stand in solidarity against the coronavirus.		,4/4/2020,71,FALSE,FactCrescendo,,
134,,Conspiracy theories,"A poem about people self-isolating at home has been shared thousands of times on Facebook and Twitter in April 2020 alongside a claim that it was written in the 19th century and reprinted during the 1918 Spanish flu pandemic. The posts, published as the world continued to endure the spread of the novel coronavirus, claim the poem is evidence that “history repeats itself.”		",4/7/2020,72,FALSE,AFP,,
135,,Community spread and impact,Photo of an Italian doctor waving goodbye to co-doctors as he is about to die due to coronavirus.		,4/4/2020,73,FALSE,India Today,,
136,,Virus transmission,"A claim that data from a hospital in the Philippines shows a correlation between grocery shopping and COVID-19 has been shared more than 1,000 times on Facebook and Twitter.		",4/7/2020,74,FALSE,AFP,,
137,,"Public authority actions, policy, and communications",Video posts viewed thousands of times purport to show South Africa’s President Cyril Ramaphosa announcing an alleged 81-day lockdown.		,4/8/2020,75,FALSE,AFP,,
138,,Virus transmission,A viral video apparently showing Muslim devotees sneezing is circulated with the claim that it is from Nizamuddin mosque of Delhi and they are deliberately trying to get infected in order to spread coronavirus in India.		,4/4/2020,76,FALSE,FactCrescendo,,
139,,Claims about prominent actors,Ten-point bulletin message purported to be from President Gotabaya to be followed during COVID-19 outbreak.		,4/3/2020,77,FALSE,FactCrescendo,,
140,,"Public authority actions, policy, and communications","A photo of a Sri Lankan military hospital has been shared thousands of times in multiple Facebook posts alongside a claim that it has been reserved exclusively for the use of “VIPs” who test positive for COVID-19, the disease caused by the novel coronavirus.		",3/31/2020,78,FALSE,AFP,,
141,,Virus transmission,A viral screenshot of a story allegedly published by the BBC claiming Ghana has recorded its first confirmed coronavirus case.		,3/11/2020,79,FALSE,GhanaFact,,
142,,Community spread and impact,A photo of a man and woman embracing has been shared on Facebook and Twitter alongside a claim that it shows two Italian doctors who died from COVID-19 after contracting the disease from the patients they treated.		,3/26/2020,80,FALSE,AFP,,
143,,"Public preparedness, protests, and civil disobedience",Posts shared thousands of times on Facebook claim to provide an emergency food stamp hotline.		,4/2/2020,81,FALSE,AFP,,
144,,Community spread and impact,A claim that 500 body bags were delivered to an ice skating rink outside the Australian city of Adelaide has been shared widely on Facebook during the novel coronavirus pandemic.		,4/2/2020,82,FALSE,AFP,,
145,,Medical advice and self-treatments,Homemade masks prevent the spread of coronavirus.		,3/24/2020,83,FALSE,AFP,,
146,,"Vaccines, medical treatments, and tests",Multiple Facebook and Twitter posts shared thousands of times by Australian social media users claim people with pre-existing respiratory conditions will be given a “rescue pack” of medication from their general practitioners during the novel coronavirus pandemic.		,4/2/2020,84,FALSE,AFP,,
147,,Claims about prominent actors,Multiple posts on Facebook and Twitter claim the World Health Organization (WHO) has warned against eating cabbage during the novel coronavirus pandemic.		,3/31/2020,85,FALSE,AFP,,
148,,"Public authority actions, policy, and communications","A video of food packets deposited on a street has been viewed millions of times on Facebook, Twitter and YouTube alongside a claim it shows food donations for people in Turkey during a novel coronavirus lockdown.		",4/2/2020,86,FALSE,AFP,,
149,,"Public authority actions, policy, and communications","A claim that police in Thailand can issue fines to anyone who does not wear a face mask in public during the novel coronavirus pandemic has been shared repeatedly on Facebook, Twitter and Line Messenger.		",4/1/2020,87,FALSE,AFP,,
150,,Community spread and impact,A video shows a truck dropping bodies covered with plastic into a ditch and claiming that this is the situation in Italy right now.		,4/3/2020,88,FALSE,Newschecker,,
151,,Community spread and impact,U.S. President Donald Trump or presidential candidate Joe Biden referred to the novel coronavirus pandemic as a time when “people are dying that have never died before.”		,4/1/2020,89,FALSE,AFP,,
152,,Claims about prominent actors,Social activist Trupti Desai was caught illegally buying liquor during the lockdown and was detained by the police.		,4/3/2020,90,FALSE,The Quint,,
153,,Community spread and impact,"Posts shared more than 20,000 times on Facebook feature a photo of a crying child and two others showing a woman and a man in hospital beds, claiming that the boy’s parents are infected with the novel coronavirus		",4/2/2020,91,FALSE,AFP,,
154,,Conspiracy theories,"Posts on social media claim there is a US patent for the novel coronavirus and a European patent for a vaccine, citing specific patent numbers.		",4/1/2020,92,FALSE,AFP,,
155,,Medical advice and self-treatments,"Facebook posts shared thousands of times recommend various practices to prevent COVID-19, including gargling salt water, drinking tea and avoiding ice cream.		",4/2/2020,93,FALSE,AFP,,
156,,Community spread and impact,Image of a herd of deer sitting on a street interpreted as different locations in Sri Lanka and India.		,4/3/2020,94,FALSE,FactCrescendo,,
157,,Community spread and impact,"“if your child gets this virus, they’re going to the hospital alone in a van with people they don’t know, to be with people they don’t know. You will be at home without them in their time of need.”		",4/2/2020,95,FALSE,PolitiFact,,
158,,Claims about prominent actors,“They’re furloughing nurses in hospitals in western New York state.”		,4/2/2020,96,FALSE,PolitiFact,,
159,,"Vaccines, medical treatments, and tests",A Facebook post in Australia claims sufferers of respiratory conditions can access a “rescue pack” of medication by asking a general practitioner.		,3/30/2020,97,FALSE,AAP FactCheck,,
160,,Claims about prominent actors,“Queen Elizabeth tests positive for COVID-19.”		,4/2/2020,98,FALSE,PolitiFact,,
161,,"Public authority actions, policy, and communications",Posting anything on coronavirus will be a punishable offense because the Disaster Management Act has been implemented.		,4/2/2020,99,FALSE,The Quint,,
162,,"Public authority actions, policy, and communications","18 nations, including the US and the UK, want Indian Prime Minister Narendra Modi to be the leader of the task force to combat the coronavirus pandemic.		",4/2/2020,100,FALSE,The Quint,,
163,,Medical advice and self-treatments,Says COVID-19 remains in the air for eight hours and that everyone is now required to wear masks “everywhere.”		,4/2/2020,101,FALSE,PolitiFact,,
164,,Claims about prominent actors,"Trupti Desai, a well known social activist from India, was arrested for illegally buying liquor during the COVID-19 lockdown.		",4/3/2020,102,FALSE,FactCrescendo,,
165,,"Public authority actions, policy, and communications",The Disaster Management Act 2005 is going to be implemented in India; no citizen is allowed to post any update or share any forward related to COVID-19.		,4/2/2020,103,FALSE,FactCrescendo,,
166,,"Vaccines, medical treatments, and tests",It is predicted that using Turmeric can cure coronavirus in India in a newborn baby suffering from birth defects.		,4/3/2020,104,FALSE,FactCrescendo,,
167,,"Public authority actions, policy, and communications",Indian state of Madhya Pradesh’s government has issued an order to shoot at sight due to failure at lockdown implementation.		,4/3/2020,105,FALSE,FactCrescendo,,
168,,Medical advice and self-treatments,Rubbing mustard oil on your nostrils can prevent coronavirus.		,4/3/2020,106,FALSE,FactCrescendo,,
169,,"Public authority actions, policy, and communications",PM Modi on 4/2/20 announced extension of a nationwide lockdown until 5/4/20.		,4/2/2020,107,FALSE,FactCrescendo,,
170,,Claims about prominent actors,Italian Prime Minister Giuseppe Conte broke down amid COVID-19 deaths in his country.		,4/3/2020,108,FALSE,FactCrescendo,,
171,,Claims about prominent actors,"The WHO reported that coronavirus lasts up to 8 hours on cabbages; thus, cabbage consumption should be restricted.		",4/3/2020,109,FALSE,FactCrescendo,,
172,,"Public authority actions, policy, and communications",PM Modi announced internet suspension due to viral fake news related to COVID-19.		,4/3/2020,110,FALSE,FactCrescendo,,
173,,Virus origin and properties,"A claim has circulated on social media that a “new virus” named hantavirus has emerged in China in March 2020. The posts were viewed hundreds of thousands of times as the world battled the spread of the novel coronavirus, which causes the disease COVID-19.		",3/27/2020,111,FALSE,AFP,,
174,,Virus origin and properties,"A photo of a group of people holding a banner that bears the Chinese and Malaysian flags has been shared thousands of times on Facebook and Twitter alongside a claim it shows Chinese doctors arriving in Malaysia to combat the novel coronavirus, COVID-19.		",3/31/2020,112,FALSE,AFP,,
175,,Community spread and impact,"A post has been shared multiple times on Facebook in March 2020 that claims China and Japan are “free” of the novel coronavirus, which causes the disease COVID-19.		",4/1/2020,113,FALSE,AFP,,
176,,Community spread and impact,People in Italy are throwing money on the road because they are saddened by the fact that all the money in the world could not save their dear ones.		,4/3/2020,114,FALSE,FactCrescendo,,
177,,Community spread and impact,A video has been viewed thousands of times in multiple posts on Facebook which claim it shows bodies of novel coronavirus victims being thrown into a ditch in Italy.		,4/1/2020,115,FALSE,AFP,,
178,,Virus transmission,A claim that a trolley collector at a supermarket in the Australian state of New South Wales tested positive for the novel coronavirus in March 2020 has been shared hundreds of times in multiple posts on Facebook.		,3/30/2020,116,FALSE,AFP,,
179,,Community spread and impact,"An image of a doctor goes viral with the claim that Dr. Usman Riyaz died while treating coronavirus patients in Delhi, India.		",4/3/2020,117,FALSE,FactCrescendo,,
180,,"Public authority actions, policy, and communications",Russia released 500 lions to ensure people would stay inside houses.		,4/3/2020,118,FALSE,FactCrescendo,,
181,,Medical advice and self-treatments,High death rate in Italy is due to people taking Ibuprofen.		,3/31/2020,119,FALSE,AfricaCheck,,
182,,Community spread and impact,Italians throwing money on streets amid COVID-19 crisis.		,4/1/2020,120,FALSE,FactCrescendo,,
183,,Claims about prominent actors,Myanmar president and state counselor are under 14 days quarantine after meeting with a COVID-19 patient from Switzerland.		,4/1/2020,121,FALSE,FactCrescendo,,
184,,Community spread and impact,Last picture of Indonesian Dr. Hadio Alo bidding farewell to his family.		,4/3/2020,122,FALSE,FactCrescendo,,
185,,Claims about prominent actors,Former MP Bimal Rathnayake made a comment stating that deceased Muslims from COVID-19 should be buried as per their customs and not cremated.		,4/3/2020,123,FALSE,FactCrescendo,,
186,,"Public authority actions, policy, and communications",Students in America have to repeat the same grade next year.		,3/31/2020,124,FALSE,PolitiFact,,
187,,"Public authority actions, policy, and communications",President Donald Trump will announce that a scientist “finally found a vaccine to cure coronavirus.”		,4/1/2020,125,FALSE,PolitiFact,,
