,misconception_id,misconception,tweet_id,label,category
138,23,SARS-CoV-2 can survive for weeks on surfaces.,1.23394022659219e+18,pos,Virus origin and properties
139,23,SARS-CoV-2 can survive for weeks on surfaces.,1.23394085044436e+18,pos,Virus origin and properties
140,23,SARS-CoV-2 can survive for weeks on surfaces.,1.23395575969777e+18,pos,Virus origin and properties
141,23,SARS-CoV-2 can survive for weeks on surfaces.,1.2339694746693e+18,pos,Virus origin and properties
142,23,SARS-CoV-2 can survive for weeks on surfaces.,1.23394809704826e+18,pos,Virus origin and properties
143,23,SARS-CoV-2 can survive for weeks on surfaces.,1.23394456364911e+18,pos,Virus origin and properties
144,23,SARS-CoV-2 can survive for weeks on surfaces.,1.23397536436556e+18,pos,Virus origin and properties
145,23,SARS-CoV-2 can survive for weeks on surfaces.,1.23396423012823e+18,neg,Virus origin and properties
146,23,SARS-CoV-2 can survive for weeks on surfaces.,1.23398073313339e+18,pos,Virus origin and properties
147,23,SARS-CoV-2 can survive for weeks on surfaces.,1.23392680197562e+18,pos,Virus origin and properties
148,23,SARS-CoV-2 can survive for weeks on surfaces.,1.23399245626749e+18,neg,Virus origin and properties
149,23,SARS-CoV-2 can survive for weeks on surfaces.,1.2339930663541e+18,pos,Virus origin and properties
150,23,SARS-CoV-2 can survive for weeks on surfaces.,1.23396946863789e+18,pos,Virus origin and properties
151,23,SARS-CoV-2 can survive for weeks on surfaces.,1.23391120924768e+18,neg,Virus origin and properties
152,23,SARS-CoV-2 can survive for weeks on surfaces.,1.23399265822735e+18,pos,Virus origin and properties
153,23,SARS-CoV-2 can survive for weeks on surfaces.,1.23392221738321e+18,pos,Virus origin and properties
154,4,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,1.23396778321554e+18,pos,Conspiracy theories
155,4,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,1.23396822134002e+18,pos,Conspiracy theories
156,4,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,1.23392678355835e+18,pos,Conspiracy theories
157,4,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,1.23392567247467e+18,pos,Conspiracy theories
158,4,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,1.2339135887814e+18,pos,Conspiracy theories
159,4,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,1.23396330697466e+18,pos,Conspiracy theories
160,4,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,1.23394889205356e+18,pos,Conspiracy theories
161,4,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,1.23392288120731e+18,neg,Conspiracy theories
162,4,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,1.23394504817094e+18,neg,Conspiracy theories
163,4,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,1.23392319651819e+18,pos,Conspiracy theories
164,4,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,1.23395748077167e+18,pos,Conspiracy theories
165,4,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,1.23392250566191e+18,pos,Conspiracy theories
166,4,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,1.23397379479821e+18,pos,Conspiracy theories
167,4,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,1.23394921225095e+18,pos,Conspiracy theories
168,4,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,1.23395437627806e+18,pos,Conspiracy theories
169,4,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,1.23395378642048e+18,pos,Conspiracy theories
170,14,Hand sanitiser sold commercially does not destroy the coronavirus.,1.23393405293717e+18,neg,Medical advice and self-treatments
171,14,Hand sanitiser sold commercially does not destroy the coronavirus.,1.23392460199171e+18,pos,Medical advice and self-treatments
172,14,Hand sanitiser sold commercially does not destroy the coronavirus.,1.23397535222722e+18,pos,Medical advice and self-treatments
173,14,Hand sanitiser sold commercially does not destroy the coronavirus.,1.23396120749066e+18,pos,Medical advice and self-treatments
174,14,Hand sanitiser sold commercially does not destroy the coronavirus.,1.23395465134875e+18,pos,Medical advice and self-treatments
175,14,Hand sanitiser sold commercially does not destroy the coronavirus.,1.23399521684099e+18,neg,Medical advice and self-treatments
176,14,Hand sanitiser sold commercially does not destroy the coronavirus.,1.23391718259106e+18,pos,Medical advice and self-treatments
177,14,Hand sanitiser sold commercially does not destroy the coronavirus.,1.23395482134402e+18,neg,Medical advice and self-treatments
178,14,Hand sanitiser sold commercially does not destroy the coronavirus.,1.23398981637266e+18,neg,Medical advice and self-treatments
179,14,Hand sanitiser sold commercially does not destroy the coronavirus.,1.23394087245606e+18,neg,Medical advice and self-treatments
180,14,Hand sanitiser sold commercially does not destroy the coronavirus.,1.23393350661673e+18,neg,Medical advice and self-treatments
181,14,Hand sanitiser sold commercially does not destroy the coronavirus.,1.23397213644591e+18,pos,Medical advice and self-treatments
182,14,Hand sanitiser sold commercially does not destroy the coronavirus.,1.23397284667156e+18,neg,Medical advice and self-treatments
183,14,Hand sanitiser sold commercially does not destroy the coronavirus.,1.23390595833159e+18,neg,Medical advice and self-treatments
184,14,Hand sanitiser sold commercially does not destroy the coronavirus.,1.23391659306047e+18,neg,Medical advice and self-treatments
185,10,Coronavirus is caused by 5G.,1.23398987495013e+18,pos,Conspiracy theories
186,10,Coronavirus is caused by 5G.,1.23398399986685e+18,pos,Conspiracy theories
187,10,Coronavirus is caused by 5G.,1.23398349121522e+18,pos,Conspiracy theories
188,10,Coronavirus is caused by 5G.,1.23391489854923e+18,pos,Conspiracy theories
189,10,Coronavirus is caused by 5G.,1.23396655778251e+18,pos,Conspiracy theories
190,10,Coronavirus is caused by 5G.,1.23393723504258e+18,pos,Conspiracy theories
191,10,Coronavirus is caused by 5G.,1.23396883680356e+18,pos,Conspiracy theories
192,10,Coronavirus is caused by 5G.,1.23395349849406e+18,pos,Conspiracy theories
193,10,Coronavirus is caused by 5G.,1.23396083131169e+18,pos,Conspiracy theories
194,10,Coronavirus is caused by 5G.,1.23393509616548e+18,neg,Conspiracy theories
195,10,Coronavirus is caused by 5G.,1.23398172019571e+18,neg,Conspiracy theories
196,10,Coronavirus is caused by 5G.,1.23395371522617e+18,pos,Conspiracy theories
197,10,Coronavirus is caused by 5G.,1.23394865106552e+18,pos,Conspiracy theories
198,10,Coronavirus is caused by 5G.,1.23394426404592e+18,pos,Conspiracy theories
199,10,Coronavirus is caused by 5G.,1.2339286429645e+18,neg,Conspiracy theories
200,10,Coronavirus is caused by 5G.,1.2339752062654e+18,pos,Conspiracy theories
201,51,COVID-19 is only as deadly as the seasonal flu.,1.23395372402588e+18,pos,Virus origin and properties
202,51,COVID-19 is only as deadly as the seasonal flu.,1.23393315168212e+18,neg,Virus origin and properties
203,51,COVID-19 is only as deadly as the seasonal flu.,1.23393976947575e+18,neg,Virus origin and properties
204,51,COVID-19 is only as deadly as the seasonal flu.,1.23398183207872e+18,neg,Virus origin and properties
205,51,COVID-19 is only as deadly as the seasonal flu.,1.23393969625996e+18,neg,Virus origin and properties
206,51,COVID-19 is only as deadly as the seasonal flu.,1.23396972614298e+18,pos,Virus origin and properties
207,51,COVID-19 is only as deadly as the seasonal flu.,1.23399498451431e+18,pos,Virus origin and properties
208,51,COVID-19 is only as deadly as the seasonal flu.,1.2339281200523e+18,neg,Virus origin and properties
209,51,COVID-19 is only as deadly as the seasonal flu.,1.23397000223708e+18,neg,Virus origin and properties
210,51,COVID-19 is only as deadly as the seasonal flu.,1.23396224409589e+18,neg,Virus origin and properties
211,51,COVID-19 is only as deadly as the seasonal flu.,1.23394840725492e+18,neg,Virus origin and properties
212,51,COVID-19 is only as deadly as the seasonal flu.,1.23393934867803e+18,pos,Virus origin and properties
213,51,COVID-19 is only as deadly as the seasonal flu.,1.23395331326089e+18,neg,Virus origin and properties
214,51,COVID-19 is only as deadly as the seasonal flu.,1.23393479745567e+18,neg,Virus origin and properties
215,51,COVID-19 is only as deadly as the seasonal flu.,1.23393445723894e+18,neg,Virus origin and properties
216,51,COVID-19 is only as deadly as the seasonal flu.,1.23396757718702e+18,neg,Virus origin and properties
217,51,COVID-19 is only as deadly as the seasonal flu.,1.23391877531923e+18,pos,Virus origin and properties
218,51,COVID-19 is only as deadly as the seasonal flu.,1.23396163658874e+18,neg,Virus origin and properties
219,51,COVID-19 is only as deadly as the seasonal flu.,1.23393020706252e+18,pos,Virus origin and properties
220,51,COVID-19 is only as deadly as the seasonal flu.,1.23397648856899e+18,pos,Virus origin and properties
221,51,COVID-19 is only as deadly as the seasonal flu.,1.23397172990449e+18,neg,Virus origin and properties
222,51,COVID-19 is only as deadly as the seasonal flu.,1.23393410472028e+18,neg,Virus origin and properties
223,51,COVID-19 is only as deadly as the seasonal flu.,1.23391226658578e+18,neg,Virus origin and properties
224,51,COVID-19 is only as deadly as the seasonal flu.,1.2339319744291e+18,neg,Virus origin and properties
225,51,COVID-19 is only as deadly as the seasonal flu.,1.23397517385589e+18,neg,Virus origin and properties
226,51,COVID-19 is only as deadly as the seasonal flu.,1.23394126095767e+18,pos,Virus origin and properties
227,51,COVID-19 is only as deadly as the seasonal flu.,1.23397451819809e+18,neg,Virus origin and properties
228,51,COVID-19 is only as deadly as the seasonal flu.,1.23397925058115e+18,neg,Virus origin and properties
229,51,COVID-19 is only as deadly as the seasonal flu.,1.23396837367703e+18,neg,Virus origin and properties
230,51,COVID-19 is only as deadly as the seasonal flu.,1.23395356994806e+18,neg,Virus origin and properties
231,51,COVID-19 is only as deadly as the seasonal flu.,1.23392743399417e+18,neg,Virus origin and properties
232,51,COVID-19 is only as deadly as the seasonal flu.,1.23393536195871e+18,neg,Virus origin and properties
233,51,COVID-19 is only as deadly as the seasonal flu.,1.23394687975219e+18,pos,Virus origin and properties
234,51,COVID-19 is only as deadly as the seasonal flu.,1.23395094475011e+18,neg,Virus origin and properties
235,51,COVID-19 is only as deadly as the seasonal flu.,1.2339173197698e+18,neg,Virus origin and properties
236,51,COVID-19 is only as deadly as the seasonal flu.,1.23393627583457e+18,neg,Virus origin and properties
237,51,COVID-19 is only as deadly as the seasonal flu.,1.23395132201501e+18,pos,Virus origin and properties
238,51,COVID-19 is only as deadly as the seasonal flu.,1.2339238439887e+18,neg,Virus origin and properties
239,51,COVID-19 is only as deadly as the seasonal flu.,1.2339147903486e+18,pos,Virus origin and properties
240,51,COVID-19 is only as deadly as the seasonal flu.,1.2339813258053e+18,neg,Virus origin and properties
241,51,COVID-19 is only as deadly as the seasonal flu.,1.23396378009635e+18,neg,Virus origin and properties
242,51,COVID-19 is only as deadly as the seasonal flu.,1.23395009510582e+18,neg,Virus origin and properties
243,51,COVID-19 is only as deadly as the seasonal flu.,1.23392955815747e+18,pos,Virus origin and properties
244,51,COVID-19 is only as deadly as the seasonal flu.,1.23396301107474e+18,neg,Virus origin and properties
245,51,COVID-19 is only as deadly as the seasonal flu.,1.2339107476269e+18,neg,Virus origin and properties
246,51,COVID-19 is only as deadly as the seasonal flu.,1.23393119355452e+18,pos,Virus origin and properties
247,51,COVID-19 is only as deadly as the seasonal flu.,1.23391686960787e+18,pos,Virus origin and properties
248,51,COVID-19 is only as deadly as the seasonal flu.,1.2339198825107e+18,neg,Virus origin and properties
249,51,COVID-19 is only as deadly as the seasonal flu.,1.23390586450493e+18,neg,Virus origin and properties
250,51,COVID-19 is only as deadly as the seasonal flu.,1.23394061212403e+18,neg,Virus origin and properties
251,51,COVID-19 is only as deadly as the seasonal flu.,1.23391767064427e+18,neg,Virus origin and properties
252,51,COVID-19 is only as deadly as the seasonal flu.,1.23399364426639e+18,neg,Virus origin and properties
253,51,COVID-19 is only as deadly as the seasonal flu.,1.23393264691441e+18,neg,Virus origin and properties
254,51,COVID-19 is only as deadly as the seasonal flu.,1.23391353455312e+18,neg,Virus origin and properties
255,51,COVID-19 is only as deadly as the seasonal flu.,1.23399095807882e+18,neg,Virus origin and properties
256,51,COVID-19 is only as deadly as the seasonal flu.,1.23392670576659e+18,neg,Virus origin and properties
257,51,COVID-19 is only as deadly as the seasonal flu.,1.2339865462037e+18,neg,Virus origin and properties
258,51,COVID-19 is only as deadly as the seasonal flu.,1.23394698560381e+18,pos,Virus origin and properties
259,51,COVID-19 is only as deadly as the seasonal flu.,1.23394751778132e+18,pos,Virus origin and properties
260,51,COVID-19 is only as deadly as the seasonal flu.,1.23398203818263e+18,neg,Virus origin and properties
261,51,COVID-19 is only as deadly as the seasonal flu.,1.23395453845494e+18,pos,Virus origin and properties
262,51,COVID-19 is only as deadly as the seasonal flu.,1.2339847657092e+18,neg,Virus origin and properties
263,51,COVID-19 is only as deadly as the seasonal flu.,1.23391981336334e+18,neg,Virus origin and properties
264,51,COVID-19 is only as deadly as the seasonal flu.,1.23392542913793e+18,pos,Virus origin and properties
265,51,COVID-19 is only as deadly as the seasonal flu.,1.23397574499024e+18,pos,Virus origin and properties
266,51,COVID-19 is only as deadly as the seasonal flu.,1.23399428093227e+18,neg,Virus origin and properties
267,51,COVID-19 is only as deadly as the seasonal flu.,1.23395562799659e+18,neg,Virus origin and properties
268,51,COVID-19 is only as deadly as the seasonal flu.,1.23394201826463e+18,pos,Virus origin and properties
269,51,COVID-19 is only as deadly as the seasonal flu.,1.23398213330513e+18,neg,Virus origin and properties
270,51,COVID-19 is only as deadly as the seasonal flu.,1.23395437342174e+18,pos,Virus origin and properties
271,51,COVID-19 is only as deadly as the seasonal flu.,1.23392849984669e+18,neg,Virus origin and properties
272,51,COVID-19 is only as deadly as the seasonal flu.,1.23394694428593e+18,neg,Virus origin and properties
273,49,We're very close to a vaccine.,1.23392269472855e+18,pos,"Vaccines, medical treatments, and tests"
274,49,We're very close to a vaccine.,1.23394690202411e+18,pos,"Vaccines, medical treatments, and tests"
275,49,We're very close to a vaccine.,1.23392461207919e+18,neg,"Vaccines, medical treatments, and tests"
276,49,We're very close to a vaccine.,1.23398286191873e+18,pos,"Vaccines, medical treatments, and tests"
277,49,We're very close to a vaccine.,1.23390567028349e+18,neg,"Vaccines, medical treatments, and tests"
278,49,We're very close to a vaccine.,1.23397085925522e+18,neg,"Vaccines, medical treatments, and tests"
279,49,We're very close to a vaccine.,1.23394224155242e+18,pos,"Vaccines, medical treatments, and tests"
280,49,We're very close to a vaccine.,1.233966301024e+18,pos,"Vaccines, medical treatments, and tests"
281,49,We're very close to a vaccine.,1.23396924417555e+18,neg,"Vaccines, medical treatments, and tests"
282,49,We're very close to a vaccine.,1.23398914788031e+18,neg,"Vaccines, medical treatments, and tests"
283,49,We're very close to a vaccine.,1.23392018049064e+18,pos,"Vaccines, medical treatments, and tests"
284,49,We're very close to a vaccine.,1.23394718798739e+18,pos,"Vaccines, medical treatments, and tests"
285,49,We're very close to a vaccine.,1.23394710010009e+18,neg,"Vaccines, medical treatments, and tests"
286,49,We're very close to a vaccine.,1.23398684168397e+18,pos,"Vaccines, medical treatments, and tests"
