,index,date,full_date,id,text,time
10,10,2020-10-27,2020-10-27 19:00:10,1279582554111250432,"The mere existence of a problem doth not imply it hath a solution, let alone an efficient one
W. Shakespeare and Lao Zi (apo.)
#covid #coronavirus #remdesivir #chloroquine #hydroxychloroquine #lockdown #curfew",19:00:10
11,11,2020-10-25,2020-10-25 04:02:16,1279515322534563840,Govt excludes anti-parasitic drug Ivermectin from Covid-19 treatment protocol #coviddrug #remdesivir #tocilizumab #hydroxychloroquine #mohfw #hcq #ivermectin #unionhealthminister #healthministry #drharshvardhan https://t.co/uZeueaUru1,04:02:16
12,12,2020-10-26,2020-10-26 09:18:47,1279610395842318336,"Enabling #5G #SmallCells with Efficient Power Solutions

https://t.co/PiktD00sd3",09:18:47
13,13,2020-10-26,2020-10-26 08:36:00,1317264892924022795,"Results from the SOLIDARITY trial ""remdesivir, hydroxychloroquine, LPV/r and interferon regimens appeared to have little or no effect on 28-day mortality or the in-hospital course of COVID-19 among hospitalized patients.""
#remdesivir #HydroxyChloroquine 
https://t.co/c0Jkn1hori",08:36:00
14,14,2020-10-24,2020-10-24 18:53:00,1317779810756841473,"...to state that co-administration of #remdesivir and chloroquine phosphate or #hydroxychloroquine sulfate is not recommended as it may result in reduced antiviral activity of remdesivir.”
https://t.co/4s8c2Hl75Q...",18:53:00
15,15,2020-10-23,2020-10-23 12:10:13,1317137981958803457,"The @US_FDA approved @GileadSciences’s antiviral drug #Remdesivir for the treatment of adults with the #CCPVirus, making it the 1st and only #FDA-approved treatment for the disease in the US.

#GileadSciences branded its version of remdesivir as #Veklury. https://t.co/5dCWL0YX2b",12:10:13
16,16,2020-10-23,2020-10-23 13:33:00,1279487826757931008,"The U.S. Food and Drug Administration yesterday approved #Gilead Sciences’s antiviral drug #remdesivir for the treatment of adults with the #CCPvirus #COVID19, making it the first and only FDA-approved treatment for the disease in the US
https://t.co/bgYysZHCvm",13:33:00
17,17,2020-10-23,2020-10-23 19:16:37,1279987335552253953,"#FDA Officially Approves Use of #Remdesivir Against #COVID-19
#MedicalMalpractice 
#HydroxyChloroquine #HCQnews #HydroxyChloroquineWorks #HCQworks 
#disastercapitalism #economichitmen #massmurder #Democide 
 https://t.co/Ajsa9Tt3oi",19:16:37
18,18,2020-10-22,2020-10-22 21:24:14,1279509379985915904,".@fda what a joke. This doesn't work. 

#HydroxyChloroquine does

Remdesivir becomes first fully-approved COVID-19 treatment - https://t.co/UgsCQQW5yY",21:24:14
19,19,2020-10-21,2020-10-21 19:33:06,1279729335339892736,"#Health: large-scale random trial has recently been conducted by the #WHO to evaluate the efficiency of repurposed antiviral med, including #Remdesivir, #Hydroxychloroquine, #Lopinavir, and #Interferon, used to treat hospitalized #COVID19 patients.
https://t.co/DLXvfaMvwe",19:33:06
20,20,2020-10-20,2020-10-20 15:17:40,1317389893300064257,Remdesivir Falls Through as a COVID-19 Treatment: https://t.co/5RDjj6oOzz #coronavirus #COVID19 #pandemic #Remdesivir #WorldHealthOrganization #WHO #GileadSciencesInc #hydroxychloroquine #lopinavir #ritonavir #interferon #healthcare,15:17:40
21,21,2020-10-20,2020-10-20 20:52:11,1318208734326362112,"Dr. Fauci can go to Hell. He has destroyed whatever credibility he had. He has been a disaster for the economy and livelihoods while suppressing a therapeutic regimen of #HydroxyChloroquine, #Azithromycin and #Zinc. Dr. Fauci smeared the treatment knowing full well that it was",20:52:11
22,22,2020-10-20,2020-10-20 21:06:55,1316919023360184321,"Remdesivir is a failure since 2005. Big money suppressed #hydroxychloroquine, an inexpensive success, in favor of #Remdesivir, an expensive failure. @zev_dr @niro60487270 @ProlongingCovid @JamesTodaroMD @drsimonegold @stella_immanuel #FireFauci 
https://t.co/bkb0BTksGn",21:06:55
23,23,2020-10-20,2020-10-20 08:14:08,1317276002561654785,"The @WHO's Solidarity Trial has not found #remdesivir, #hydroxychloroquine, #lopinavir, #interferon to be effective in treating #Covid_19. 

""It’s disappointing ... but it does show why you need big trials,” says @JeremyFarrar,"" @kakape @ScienceMagazine

https://t.co/hZB3Q7vome",08:14:08
24,24,2020-10-20,2020-10-20 10:12:47,1316937781122400256,"Latest @who SOLIDARITY trial results:
""These #Remdesivir, #Hydroxychloroquine, #Lopinavir and #Interferon regimens appeared to have little or no effect
on hospitalized #COVID_19."" @DaFeid 
https://t.co/OdhXlvhE5p",10:12:47
25,25,2020-10-20,2020-10-20 12:29:38,1279885799475908608,"#WHO #COVID19 #DRUG #TEST #Results
The Solidarity Trial published interim results on 15 October 2020. It found that all 4 treatments evaluated #remdesivir #hydroxychloroquine #lopinavir &amp; #ritonavir #interferon had little or no effect on overall mortality

https://t.co/vIj5hN8dy9",12:29:38
26,26,2020-10-20,2020-10-20 12:25:59,1252618918235123712,"""No study drug definitely reduced mortality (in unventilated patients or any other subgroup of entry characteristics). 
#Remdesivir #Hydroxychloroquine #Lopinavir and #Interferon regimens appeared to have little or no effect on hospitalized COVID-19""
https://t.co/SEeUn5wiI3",12:25:59
27,27,2020-10-19,2020-10-19 13:45:08,1317025490683744257,Them never see anything #EndPoliceBrutalityinNigera #endometriosis #Hydroxychloroquine #Remdesivir #EndSARS #EndSAR,13:45:08
28,28,2020-10-19,2020-10-19 15:13:48,1318529809929195520,"The study found that four treatments tested — #remdesivir, #hydroxychloroquine, lopinavir/ritonavir and interferon — had "" little or no effect"" on whether or not patients died within about a month or whether hospitalized patients recovered. https://t.co/u45YHiwn8d",15:13:48
29,29,2020-10-18,2020-10-18 10:49:24,1280139828152143873,"Therapeutics like the #remdesivir, #hydroxychloroquine, #lopinavir/#ritonavir, and #interferon regimens which #healthcare systems around the world were swearing on in the absence of a #vaccine, turned out largely ineffective, #WHO says.
https://t.co/k45x09ReRX",10:49:24
30,30,2020-10-18,2020-10-18 08:00:11,1317682428446560256,"#Remdesivir #Hydroxychloroquine  #Lopinavir and #Interferon regimens appeared to have little or no effect on hospitalized #COVID19 as indicated by overall mortality, initiation of ventilation and duration of hospital stay #science and #Facts #vote  https://t.co/JvnMOJW149",08:00:11
31,31,2020-10-18,2020-10-18 04:22:26,1279898195917590528,"The trial, conducted by the World Health Organization, found that Gilead Sciences Inc.’s GILD, #remdesivir, as well as #hydroxychloroquine, and AbbVie’s ABBV, #lopinavir/ritonavir and #interferon had “little or no effect” on overal…https://t.co/CEYryFuYtm https://t.co/x4BxypJPdI",04:22:26
32,32,2020-10-17,2020-10-17 00:43:18,1279487277731848194,"#remdesivir, #HydroxyChloroquine, #Lopinavir and #interferon showed no effectiveness in treating #COVIDVIC19, a #WHO study confirmed.

https://t.co/e1VYJD0HMd",00:43:18
33,33,2020-10-17,2020-10-17 07:03:44,1322963223222640640,"#CoronaVirusUpdates @WHO discontinued studies related to the treatment of #Covid19 with #plasmatherapy  #hydroxychloroquine #ritonavir #lopinavir #interferon and #remdesivir  video of molecular strategy for effective #IndiaFightsCorona #StayHomeSaveLives

https://t.co/OwQEQb07cP",07:03:44
34,34,2020-10-17,2020-10-17 09:00:01,1279637505122467840,"??News?? #WorldHealthOrganization says #Remdesivir, #Hydroxychloroquine, #Lopinavir/ritonavir and interferon regimens “have little or no effect on 28-day mortality or the in-hospital course of COVID-19 among hospitalized patients #COVID19 https://t.co/R66BSZ1rVA",09:00:01
35,35,2020-10-17,2020-10-17 01:27:27,1252553002298286086,"Let us not run after medicines, let us not panic, and stay calm!

#Remdesivir #Hydroxychloroquine #Lopinavir #Interferon

https://t.co/z9pZnwonrl",01:27:27
36,36,2020-10-17,2020-10-17 02:51:29,1297310123530936321,Covid-19 treatment: Remdesivir and hydroxychloroquine found ineffective https://t.co/6eemLMShBn via @BBCNews #CoronaVirus #Covid19 #pandemic #InfectiousDisease #CoronaVirusUpdate #Remdesivir  #hydroxychloroquine,02:51:29
37,37,2020-10-17,2020-10-17 04:01:36,1264196357776179200,"#Remdesivir #Hydroxychloroquine #Mortality #COVID19 #WHO
Remdisivir, Hydroxychloroquine have no effect on reducing COVID-19 mortality: WHO https://t.co/nDWFuaiMCT",04:01:36
38,38,2020-10-17,2020-10-17 00:09:34,1317012334099877888,"International @WHO Trial Finds No Benefit for #Remdesivir + Other Drugs in Treating #COVID19
#HydroxyChloroquine #Lopinavir #interferon #antiviraldrugs #COVID #COVID__19 #coronavirus #SARSCoV2 #who #trump  https://t.co/1UhsCaFnKc",00:09:34
39,39,2020-10-17,2020-10-17 01:55:00,1279648760004595712,"#Remdesivir and HCQ don't aid much in recovery of Covid-19 patients: WHO trials 

@sohinidastweets reports
#hydroxychloroquine #coronavirus

https://t.co/tmuFZNu5GO",01:55:00
40,40,2020-10-16,2020-10-16 15:46:21,1317256402176540672,"WHO large study says #remdesivir and #Hydroxychloroquine are disappointing and uncompromising.

Many public health officials, including Fauci, and media have been touting Remdesivir.

https://t.co/xC9ZImjB2q",15:46:21
41,41,2020-10-16,2020-10-16 14:24:02,1318495370230497280,"Wichtige Ergebnisse ? These #Remdesivir, #Hydroxychloroquine, #Lopinavir and #interferon regimens appeared to have little or no effect on hospitalized #COVID19, as indicated by overall mortality, initiation of ventilation and duration of hospital stay. https://t.co/zAAH9gSnGw",14:24:02
42,42,2020-10-16,2020-10-16 21:35:48,1308504962092150785,"#Remdesivir, #Hydroxychloroquine Fail To Prevent #COVIDDeaths: WHO Study https://t.co/YVsysadLV2",21:35:48
43,43,2020-10-16,2020-10-16 09:52:53,1279470794402410498,"These #Remdesivir, #Hydroxychloroquine, #Lopinavir and #Interferon regimens appeared to have little or no effect
on hospitalized #COVID19 as indicated by overall mortality, initiation of ventilation and duration of hospital
stay.
https://t.co/xCcEi7m8SF",09:52:53
44,44,2020-10-16,2020-10-16 17:26:50,1279478877648228355,"4 coronavirus treatments, including remdesivir, hydroxychloroquine, flop in large WHO study #coronavirus #coronavirus #flop #hydroxychloroquine...
https://t.co/IwWAAHKCcJ",17:26:50
45,45,2020-10-16,2020-10-16 05:42:19,1292910959384842243,"#Remdesivir, #hydroxychloroquine did not cut hospital stay or mortality in #COVID19 patients: #WHO
#coronavirus 

https://t.co/4QSKcHs1iQ",05:42:19
46,46,2020-10-16,2020-10-16 07:10:19,1253353381663555585,"bsindia: #Remdesivir, HCQ don't aid much in recovery of #COVID19 patients: @WHO trials

@sohinidastweets reports 
#hydroxychloroquine

https://t.co/c5Dya2SDaj",07:10:19
47,47,2020-10-16,2020-10-16 10:54:14,1317009721061265408,Repurposed antiviral drugs for #COVID19 https://t.co/o89Vs44vbG Interim @WHO SOLIDARITY trial results. #Openaccess #preprint #research via @medrxivpreprint #remdesivir #hydroxychloroquine #lopinavir #ritonavir #interferon,10:54:14
48,48,2020-10-16,2020-10-16 05:55:00,1279461654661435392,"#Remdesivir, HCQ don't aid much in recovery of #COVID19 patients: @WHO trials

@sohinidastweets reports 
#hydroxychloroquine

https://t.co/68O3KLfUTS",05:55:00
49,49,2020-10-16,2020-10-16 05:56:57,1279613753739235330,"Bad #coronamedication news! #Hydroxychloroquine, #Lopinavir,  #Interferon and even #Remdesivir @GileadSciences I'm so hopeful about appear to have little effect on #covid-19, as indicated by mortality, initiation of ventilation and hospital stay! Check:
https://t.co/XlDT5Fszxf",05:56:57
50,50,2020-10-16,2020-10-16 07:49:21,1281868950561751040,"#WHOSolidarityTrial 11,266 hospitalised patients( not yet peer reviewed):

Only #dexamethasone decreases mortality.

No effect on mortality for : #remdesivir #hydroxychloroquine #lopinavir #interferon. 

https://t.co/Rfc6jNOylt via @NaudetFlorian v @ioanaA_cristea",07:49:21
51,51,2020-10-16,2020-10-16 08:13:40,1262442713573720066,"#Remdesivir, #Hydroxychloroquine, #Kaletra and #Interferon didn't reduce mortality among COVID-19 in @WHO study: Report https://t.co/L0P4I8DGXb",08:13:40
52,52,2020-10-16,2020-10-16 08:52:00,1317176858530574337,"Big global #study finds #remdesivir doesn't help #COVID__19 #patients. Neither #hydroxychloroquine, the HIV combination of #lopinavir plus #ritonavir, and #interferon. None of them helped patients live any longer or get out of the hospital any sooner. 
https://t.co/VP3yxLt1lk",08:52:00
53,53,2020-10-16,2020-10-16 07:21:59,1262413304481406977,"#WHO study shows #remdesivir +  #hydroxychloroquine have little or no effect on #COVID__19 mortality.

https://t.co/2KERRItCLH",07:21:59
54,54,2020-10-16,2020-10-16 07:59:44,1279467520362049536,"#Remdesivir, #Hydroxychloroquine, #Lopinavir &amp; #Interferon regimens appeared to have little or no effect on hospitalized #Covid19, as indicated by overall mortality, initiation of ventilation &amp; duration of hospital stay.

#treatment #medicine #repurposing

https://t.co/b9EBlQPkJV",07:59:44
55,55,2020-10-16,2020-10-16 07:04:46,1282648559293087744,"#Solidarity TTT #Trial produces conclusive evidence on the effectiveness of repurposed drugs for #COVID19 in record time #Remdesivir, #Hydroxychloroquine, #Lopinavir and #Interferon regimens appeared to have little or no effect on #hospitalized #COVID19 https://t.co/v7va5mVNkK",07:04:46
56,56,2020-10-16,2020-10-16 09:34:41,1280953873457438721,"Remdesivir, #Hydroxychloroquine , lopinavir/ritonavir and interferon regimens appeared to have little or no effect on 28-day mortality or the in-hospital course of #COVID19 among hospitalised patients. https://t.co/X5IebdlqI9",09:34:41
57,57,2020-10-16,2020-10-16 21:00:23,1280076644737146881,"#Remdesivir doesn't work!
#Hydroxychloroquine #HCQ works!
 https://t.co/C1Yb1smKHq",21:00:23
58,58,2020-10-16,2020-10-16 18:26:06,1251720566639218690,WHO says remdesivir has little effect in hospitalized Covid-19 — but Gilead calls new data 'inconsistent' with previous findings |@WHO @GileadSciences @NIH #remdesivir #hydroxychloroquine   #Covid19 #Biotech #dexamethasone #FosterCity #California  https://t.co/xxDZ2eoELd,18:26:06
59,59,2020-10-16,2020-10-16 18:47:14,1264335379324383232,"„The results indicated that the #remdesivir, #hydroxychloroquine, lopinavir/ritonavir and interferon drug treatment regimens “appeared to have little or no effect on 28-day mortality [...]“ #COVID19de  https://t.co/JVyb3z9kvK",18:47:14
60,60,2020-10-16,2020-10-16 22:51:50,1279995672410722309,"Large, non-peer reviewed #study #WHO: #remdesivir, #hydroxychloroquine, #lopinavir (in combination with #ritonavir) and #interferon-bèta1a (in combination with #lopinavir) have little to no effect on #COVID19.

https://t.co/AwjI3szXKc",22:51:50
61,61,2020-10-16,2020-10-16 22:15:00,1321832982408212480,"#WHO study on #Remdesivir and #Hydroxychloroquine showed that they had ‘little or no effect’ on mortality
https://t.co/6oNYp5ZhtF",22:15:00
62,62,2020-10-16,2020-10-16 13:10:52,1316880233602187269,"Make #Hydroxychloroquine + #Zinc Over the Counter ASAP ?

#Remdesivir flops in huge medical trial
https://t.co/6KYO6Bw73Z",13:10:52
63,63,2020-10-16,2020-10-16 11:51:58,1254923507097460736,".@delbigtree .@JeffereyJaxen .@patrick_layton .@Catharine_L 
RIP Remdesivir. Time for wide-spread use of #Hydroxychloroquine .
#COVID19 
https://t.co/a7KDbh2jqe",11:51:58
64,64,2020-10-16,2020-10-16 12:07:05,1317040811939430400,"REMDESIVIR IS THE NEW #Hydroxychloroquine
https://t.co/wsY28pstBc",12:07:05
65,65,2020-10-16,2020-10-16 14:37:34,1325947555839086600,"Study with over 11,000 #COVID patients in 30 countries shows #remdesivir to be ineffective, and confirms that #hydroxychloroquine is also an ineffective treatment. On the other hand, masks have been shown to be highly effective in preventing.../1
.
https://t.co/K7K4ljGXHN",14:37:34
66,66,2020-10-16,2020-10-16 14:04:24,1279473178058915841,"Study finds remdesivir, hydroxychloroquine have 'little' impact on mortality in COVID-19 patients - MarketWatch #COVID19 #Remdesivir #HydroxyChloroquine https://t.co/quG1Wk1VFP via @GoogleNews",14:04:24
67,67,2020-10-16,2020-10-16 16:19:00,1279449673430740992,"World’s largest randomized control trial generated conclusive evidence on effectiveness of repurposed drugs for #COVID19.

Results indicate #remdesivir, #hydroxychloroquine, lopinavir/ritonavir, interferon appear to have little/no effect on 28day mortality https://t.co/AczVKdpElB",16:19:00
68,68,2020-10-16,2020-10-16 18:31:18,1279670085750263810,WHO says remdesivir has little effect in hospitalized Covid-19 — but Gilead calls new data 'inconsistent' with previous findings |@WHO @GileadSciences @NIH #remdesivir #hydroxychloroquine   #Covid19 #Biotech #dexamethasone #FosterCity #California  https://t.co/0Fhub3nsIS,18:31:18
69,69,2020-10-16,2020-10-16 19:55:26,1250195002124152832,"“Study finds #remdesivir, #hydroxychloroquine have 'little' impact on mortality in #COVID19 patients”

https://t.co/dySgtLaqgl",19:55:26
70,70,2020-10-16,2020-10-16 03:03:29,1247845646347927552,"Disappointing, but important results from #WHO #Solidarity trial showing no mortality benefit with any of the four drugs - #remdesivir #lopinavir-ritonavir #interferon B or #Hydroxychloroquine - Repurposed antiviral drugs for COVID-19; interim WHO results  https://t.co/eDCoBjkt2r",03:03:29
71,71,2020-10-16,2020-10-16 18:53:29,1318465510145744897,"""#Remdesivir has little effect on hospital stay or mortality in #COVID19 patients, @WHO [preprint] study finds"" https://t.co/hQI7Nis7BJ 

Study conclusion: ""These Remdesivir, #Hydroxychloroquine, Lopinavir &amp; Interferon regimens appeared to have little or no effect...""",18:53:29
72,72,2020-10-16,2020-10-16 20:04:45,1318998767891324929,The latest Synergetics Repro Health! https://t.co/LfGdN1PjGZ #remdesivir #hydroxychloroquine,20:04:45
73,73,2020-10-16,2020-10-16 20:51:59,1260594938959613952,"Bankrupt Trump touted &amp; stockpiled 63 million doses of #Hydroxychloroquine = proven ineffective #COVID19 treatment
Trump bought up all of Gilead's #Remdesivir = proven to have little or no effect treating COVID-19

IMHO Trump probably didn't have COVID-19
https://t.co/YOgBIupKJK",20:51:59
74,74,2020-10-16,2020-10-16 01:48:56,1317109047871635456,"#Imp: Interim results of @WHO's solidarity trial are out: #Remdesivir, #hydroxychloroquine, #lopinavir/#ritonavir and interferon regimens have little or no effect on 28-day mortality or in-hospital course of #COVID19 among hospitalized patients.

#Covid_19 
@NewIndianXpress",01:48:56
75,75,2020-10-15,2020-10-15 23:14:48,1316981438764417024,"WHO #SOLIDARITYtrial results recently posted on MedRxiv at https://t.co/PBP5qFEUvk

This reports provides @WHO SOLIDARITY results and meta-analyses (!) on #hydroxychloroquine, #lopinavir, #interferon &amp; #remdesivir. 

Tweetorial ?? 1/5

#COVID #EBM",23:14:48
76,76,2020-10-14,2020-10-14 01:11:55,1316998503219027968,"For #Trump :   #Regeneron #Remdesivir 
For #MAGAts :     #HydroxyChloroquine 

#SuckersAndLosers

#trumpprojection #COVID19 #coronavirus",01:11:55
77,77,2020-10-10,2020-10-10 15:54:08,1317737223857590272,"Chris Christie released from hospital following COVID-19 diagnosis, treatment with remdesivir - TheBlaze

#Coronavirus #WuhanVirus  https://t.co/DRSuEseGlV",15:54:08
78,78,2020-08-04,2020-08-04 16:22:13,1318528892039299072,"Meta-analysis of #COVID19 treatment effectiveness.  Does #Hydroxychloroquine work?  #trustscience
https://t.co/4LOxJ6S8eR",16:22:13
79,79,2020-08-05,2020-08-05 01:55:52,1279923827472924675,"Switzerland as a natural experiment in #HCQ #Hydroxychloroquine treatment.

https://t.co/orysx6oIz6",01:55:52
80,80,2020-08-08,2020-08-08 11:13:34,1279461426680066048,"If I watch enough CNN I will be immune. A virus can't hurt me if I'm already dead inside. 

#Hydroxychloroquine #remdesivir",11:13:34
81,81,2020-08-07,2020-08-07 22:51:48,1280622622410256390,#Hydroxychloroquine is an Effective Treatment for COVID-19 https://t.co/Ve4MEYQsAT,22:51:48
82,82,2020-08-08,2020-08-08 04:56:26,1279672563371819008,"Interesting facts about #Hydroxychloroquine research for #COVID__19 treatment by #sciencedefiespolitics
https://t.co/lYmNqMaGdj",04:56:26
83,83,2020-08-03,2020-08-03 02:35:06,1280278562650509312,"#Hydroxychloroquine is not an effective treatment for #COVID-19

#TrumpIsLosing #TrumpIsNotWell #TrumpHasNoCredibility #TrumpHasNoPlan",02:35:06
84,84,2020-08-05,2020-08-05 21:14:01,1279775777651859456,"Patients ill from #COVID19 should have options in their medical treatment!

I will continue to fight to make options such as #Remdesivir and #Hydroxychloroquine available to our #Louisiana citizens who need it! 
https://t.co/n14FnHB05u #lalege #lagov",21:14:01
85,85,2020-08-05,2020-08-05 21:07:40,1269839453918572544,"Large observational study of 2.7 billion people shows early or prophylactic #COVID19 treatment with #hydroxychloroquine is efficient.

 The #HCQ group has 79.1% lower chance of death.

 #HCQWORKS

https://t.co/YnBvhh4U7j",21:07:40
86,86,2020-08-03,2020-08-03 20:18:44,1279770417838710785,"When President Trump first uttered the word #hydroxychloroquine on March 19th, he also mentioned remdesivir.

“The media attacked hydroxychloroquine but gave remdesivir a pass when at that time there was no clinical evidence of remdesivir’s effectiveness,” https://t.co/wIzpu67Ecf",20:18:44
87,87,2020-08-04,2020-08-04 15:20:51,1317015841133703168,"Vendors are now tackling making #5G more energy efficient, says @NEOM's Mansoor Hanif. #SparringPartners #sustainability @monicapaolini @canicoll",15:20:51
88,88,2020-08-04,2020-08-04 00:18:50,1253463179574812680,"May 2020 @ScottMorrisonMP @GregHuntMP #Chloroquine  #Hydroxychloroquine suggested treatments by international med professionals
August 2020 &amp; Australia still has no treatment regime except #BigPharma $3k per treatment remdesivir
#HydroxychloroquineCures 

https://t.co/2PFtZQsZPp",00:18:50
89,89,2020-08-11,2020-08-11 12:00:01,1253464126095003650,"#Dexamethasone seems to be a better treatment option than #Hydroxychloroquine and maybe even Remdesivir. However, it is clear that it neither can be taken as a preventive measure nor for mild cases of the disease, says Ananya Koppikar Moorthy: https://t.co/eGjvQJ5ivp",12:00:01
90,90,2020-08-12,2020-08-12 05:11:34,1264921478077853697,The #Covid19 Drug Wars That Pitted Researchers accused Doctors of Withcraft https://t.co/W30NZqwo9b #auspol #Hydroxychloroquine #remdesivir #dexamethasone #plasma,05:11:34
91,91,2020-08-12,2020-08-12 16:30:00,1279540621120806912,"#Dexamethasone seems to be a better treatment option than #Hydroxychloroquine and maybe even Remdesivir. However, it is clear that it neither can be taken as a preventive measure nor for mild cases of the disease, says Ananya Koppikar Moorthy: https://t.co/eGjvQJ5ivp",16:30:00
92,92,2020-08-07,2020-08-07 12:34:41,1288590555488882690,"#Hydroxychloroquine, Zinc and Azithromycin (all generic) for COVID-19. Cost w/o ins is $30-40.

Remdesivir is patented (not generic). Gilead charges $3,120 per COVID-19 treatment with insurance, Medicare, and $2,340 for those on certain federal programs. 

#FOLLOWTHEMONEY!!!",12:34:41
93,93,2020-08-08,2020-08-08 15:37:55,1271391911534907394,An Effective COVID Treatment the Media Continues to Besmirch https://t.co/bj0B2v6pRm #hydroxychloroquine,15:37:55
94,94,2020-08-08,2020-08-08 20:26:21,1279792281894162433,An Effective COVID Treatment the Media Continues to Besmirch https://t.co/ebTgnKDcDj #hydroxychloroquine,20:26:21
95,95,2020-08-08,2020-08-08 12:45:05,1279528729044230153,#Turkey's COVID-19 success receives praise in UK. Report  praised early detection and contact tracing and early effective treatment of patients with #hydroxychloroquine and #remdesivir  | #HCQWorks  https://t.co/O6ojNNQIcQ,12:45:05
96,96,2020-08-08,2020-08-08 10:29:56,1279641153332076551,An Effective COVID Treatment the Media Continues to Besmirch https://t.co/gTx4769chf #hydroxychloroquine,10:29:56
97,97,2020-08-28,2020-08-28 05:55:41,1247580421358882817,"Ivanka, I don’t want a mandatory vaccine #Hydroxychloroquine #treatment #nomandates #nonanotech #nocovidscams",05:55:41
98,98,2020-08-29,2020-08-29 06:19:54,1279628048313221120,"Prez Trump be about the options. #Hydroxychloroquine , #Bleach , #remdesivir , #ConvalescentPlasma all be #COVID19  treatment options endorsed by Prez Trump. No wonder pandemic deaths are holdin' steady at a measly 1000 per day. Thank you, Prez Trump!",06:19:54
99,99,2020-08-28,2020-08-28 22:33:56,1281860678534529025,"Heck of a job doing the research. 

#Remdesivir #HCQ #HydroxyChloroquine #FridayMotivation https://t.co/nhGNPDbZ8q",22:33:56
100,100,2020-08-28,2020-08-28 00:00:02,1289218043420106752,"#COVID?19 treatment: $10 with #Hydroxychloroquine or about $2,500 with Remdesivir. This is why corrupt big pharma, #Fauci, NIH/NIAID, FDA, CDC, HHS, the WHO, Gates, MSM, et al. have covered up #HCQ's efficacy. 

Countries using HCQ have lower mortality.

https://t.co/TPPtcUDfhw",00:00:02
101,101,2020-08-28,2020-08-28 05:54:18,1248117837333323776,"Ivanka, I don’t want a mandatory vaccines #Hydroxychloroquine #treatment #nomandates #nonanotech #nocovid19scams",05:54:18
102,102,2020-08-29,2020-08-29 21:37:06,1312031918955913222,"#Hydroxychloroquine, #Remdesivir, Rehab: #COVID19 Updates https://t.co/wKWBOFSIOW",21:37:06
103,103,2020-09-03,2020-09-03 12:35:36,1279521649910407169,"The vested interest in #remdesivir against #Hydroxychloroquine 
#SorosFundedRiots 
#Fauci 
https://t.co/HUOozx3Wj3",12:35:36
104,104,2020-09-02,2020-09-02 12:35:37,1279875195876937728,"https://t.co/Lq7SyPRUJa

#BeSmartBoris #BeSmartBill #BeSmartDonald 
#PMQs Here's one for you Boris - Why the delay in approving Interferon Beta Treatment of Covid - you could be saving lives - Don't be #COVIDIOTS",12:35:37
105,105,2020-09-01,2020-09-01 02:03:21,1279625437811896320,BREAKING: FDA approved #Hydroxychloroquine for treatment of TDS!,02:03:21
