,index,date,full_date,id,text,time
27,7,2020-04-21,2020-04-21 15:23:17,1317025490683744257,"""Solidarity"" is a clinical trial by #WHO to help find an effective treatment for #COVID19, for which the following treatment options were selected: #Remdesivir; #Lopinavir/#Ritonavir and #Chloroquine or #Hydroxychloroquine.

https://t.co/JcD12eijER",15:23:17
28,8,2020-07-05,2020-07-05 21:12:08,1318529809929195520,"WHO discontinues hydroxychloroquine and lopinavir/ritonavir treatment arms for COVID-19
#COVID19 #plandemic #HCQWorks  https://t.co/oy2f6adeXI",21:12:08
29,9,2020-07-06,2020-07-06 14:01:33,1280139828152143873,"#WHO stops #hydroxychloroquine, #lopinavir/#ritonavir treatment arms for #COVID19 treatment | https://t.co/fwtfmEo9Ap Medicine - All about health and medicine https://t.co/1Ti4tryvCS",14:01:33
30,0,2020-11-01,2020-11-01 18:06:26,1317682428446560256,"SOLIDARITY trial by @WHO shows: #Remdesivir, #Hydroxychloroquine, #Lopinavir and #Interferon regimens have little to no effect on hospitalized #COVID-19
@trials_doc

https://t.co/LH5KcqdrM5",18:06:26
31,1,2020-10-18,2020-10-18 04:22:26,1279898195917590528,"The trial, conducted by the World Health Organization, found that Gilead Sciences Inc.’s GILD, #remdesivir, as well as #hydroxychloroquine, and AbbVie’s ABBV, #lopinavir/ritonavir and #interferon had “little or no effect” on overal…https://t.co/CEYryFuYtm https://t.co/x4BxypJPdI",04:22:26
32,2,2020-10-16,2020-10-16 07:59:44,1279487277731848194,"#Remdesivir, #Hydroxychloroquine, #Lopinavir &amp; #Interferon regimens appeared to have little or no effect on hospitalized #Covid19, as indicated by overall mortality, initiation of ventilation &amp; duration of hospital stay.

#treatment #medicine #repurposing

https://t.co/b9EBlQPkJV",07:59:44
33,3,2020-08-22,2020-08-22 23:10:10,1322963223222640640,#BPOM to the Rescue in #Indonesia with Support of Military &amp; #IntelService: COVID ‘Cure’ Includes #Hydroxychloroquine &amp; Lopinavir/Ritonavir https://t.co/fXsFA1rSKb #covid19 #healthcare #lopinavir #ritonavir,23:10:10
34,4,2020-04-21,2020-04-21 11:01:21,1279637505122467840,"#SARS #CoV-2: Recent #Reports on #Antiviral Therapies Based on #Lopinavir/#Ritonavir, #Darunavir/#Umifenovir, #Hydroxychloroquine, #Remdesivir, #Favipiravir a... - PubMed - NCBI https://t.co/mzqSdV7lBm",11:01:21
35,5,2020-05-23,2020-05-23 14:07:53,1252553002298286086,"Drug Repurposing to Fight Covid-19
 #Belgium #chloroquine #Coronavirus #coronavirusmedication #coronavirustreatments #Covid19 #drugrepositioning #drugrepurposing #Hydroxychloroquine #kaletra #Lopinavir #Remdesivir #ritonavir #Sarscov2 #SpreadofCoronavirus https://t.co/XE9rledvW0",14:07:53
36,6,2020-07-05,2020-07-05 04:45:30,1297310123530936321,"#hydroxychloroquine #chloroquine #coronavirus #COVID19 #COVID_19 #COVID-19 #COVID__19

"" WHO discontinues hydroxychloroquine and lopinavir/ritonavir treatment arms for COVID-19 ""

https://t.co/j9IZUB74rG",04:45:30
37,7,2020-07-05,2020-07-05 22:01:23,1264196357776179200,BREAKING: #WHO #Discontinues #Hydroxychloroquine and #Lopinavir/#Ritonavir #Treatment Arms for COVID-19 - https://t.co/5SWaucSNS0 - #COVID19 - I Am Punjab,22:01:23
38,8,2020-07-05,2020-07-05 05:30:13,1317012334099877888,"#WHO discontinues the trial’s #hydroxychloroquine and lopinavir/ritonavir arms.

https://t.co/JeLcSrL8z4",05:30:13
39,9,2020-07-04,2020-07-04 18:48:33,1279648760004595712,"WHO accept to desist the trials for malaria drug hydroxychloroquine and HIV drug lopinavir-ritonavir are failed to reduce death.
#WHO #Hydroxychloroquine #Lopinavir #Ritonavir
https://t.co/Y827ZluzCb",18:48:33
40,0,2020-10-20,2020-10-20 10:12:47,1317256402176540672,"Latest @who SOLIDARITY trial results:
""These #Remdesivir, #Hydroxychloroquine, #Lopinavir and #Interferon regimens appeared to have little or no effect
on hospitalized #COVID_19."" @DaFeid 
https://t.co/OdhXlvhE5p",10:12:47
41,1,2020-10-17,2020-10-17 00:09:34,1318495370230497280,"International @WHO Trial Finds No Benefit for #Remdesivir + Other Drugs in Treating #COVID19
#HydroxyChloroquine #Lopinavir #interferon #antiviraldrugs #COVID #COVID__19 #coronavirus #SARSCoV2 #who #trump  https://t.co/1UhsCaFnKc",00:09:34
42,2,2020-10-16,2020-10-16 07:49:21,1308504962092150785,"#WHOSolidarityTrial 11,266 hospitalised patients( not yet peer reviewed):

Only #dexamethasone decreases mortality.

No effect on mortality for : #remdesivir #hydroxychloroquine #lopinavir #interferon. 

https://t.co/Rfc6jNOylt via @NaudetFlorian v @ioanaA_cristea",07:49:21
43,3,2020-08-10,2020-08-10 19:49:28,1279470794402410498,Early administration of #lopinavir/ritonavir plus #hydroxychloroquine does... https://t.co/EBuZrr4qcV on @bloglovin,19:49:28
44,4,2020-09-22,2020-09-22 20:34:28,1279478877648228355,"Don't miss this article on #Pharmacogenomics &amp; #Covid19.  Several drugs have known SNPs that may alter #pharmacokinetics or #adverseeffects. Examples include #HydroxyChloroquine, #azithromycin, #ribavirin, #lopinavir/ritonavir and #interferon ?-1b. https://t.co/d53k5Vj24l",20:34:28
45,5,2020-04-23,2020-04-23 16:01:47,1292910959384842243,"SARS-CoV-2: Recent Reports on #Antiviral #Therapies Based on #Lopinavir/Ritonavir, #Darunavir/Umifenovir, #Hydroxychloroquine, #Remdesivir, #Favipiravir and Other Drugs for the #Treatment of the New #Coronavirus

https://t.co/karNyiPlPJ

https://t.co/jlpglWQDoY Powered by MM",16:01:47
46,6,2020-07-04,2020-07-04 17:06:44,1253353381663555585,"Hope #Hydroxychloroquine
can now #RIP as far as #COVID19 goes.

#CoronaVirusUpdates
#WHO

WHO discontinues hydroxychloroquine and lopinavir/ritonavir treatment arms for COVID-19

https://t.co/zhb7YizvzM",17:06:44
47,7,2020-07-05,2020-07-05 03:11:07,1317009721061265408,"WHO discontinues trials of hydroxychloroquine, lopinavir/ritonavir in COVID-19 treatment | Indiablooms - First Portal on Digital News Management https://t.co/phVJxW7WkQ #WHO, #Hydroxychloroquine, #TrialHalted, #COVID-19Treatment",03:11:07
48,8,2020-07-04,2020-07-04 17:43:03,1279461654661435392,"#WHO to discontinue the trial’s #hydroxychloroquine and lopinavir/ritonavir arms.

https://t.co/l5GFLM2yza",17:43:03
49,9,2020-07-04,2020-07-04 18:15:10,1279613753739235330,"#WHO to discontinue the trial’s #hydroxychloroquine and lopinavir/ritonavir arms.

https://t.co/zz7lmQ8UON",18:15:10
50,0,2020-10-16,2020-10-16 18:53:29,1281868950561751040,"""#Remdesivir has little effect on hospital stay or mortality in #COVID19 patients, @WHO [preprint] study finds"" https://t.co/hQI7Nis7BJ 

Study conclusion: ""These Remdesivir, #Hydroxychloroquine, Lopinavir &amp; Interferon regimens appeared to have little or no effect...""",18:53:29
51,1,2020-04-19,2020-04-19 03:53:33,1262442713573720066,"#Remdesivir / #EIDD-2801 / #Avigan (favipiravir) / #Hydroxychloroquine + azithromycin / #Kaletra (antivirals lopinavir &amp; ritonavir) / #Actemra (immuno inhibitor tocilizumab) / #Losartan

Treatments for COVID-19: Drugs being tested against the coronavirus https://t.co/PEj3aDTYvE",03:53:33
52,2,2020-05-18,2020-05-18 16:02:40,1317176858530574337,"""Treatment Response to #Hydroxychloroquine, Lopinavir/Ritonavir, and Antibiotics for Moderate COVID 19: A First Report on the Pharmacological Outcomes from South Korea""  https://t.co/tPXN0VtSaA",16:02:40
53,3,2020-05-18,2020-05-18 17:59:32,1262413304481406977,"Treatment Response to #Hydroxychloroquine, Lopinavir/Ritonavir, and Antibiotics for Moderate #COVID19: A First Report on the Pharmacological Outcomes from South Korea

https://t.co/bkrBm26jyn",17:59:32
54,4,2020-05-23,2020-05-23 23:20:19,1279467520362049536,"Treatment Response to #Hydroxychloroquine, Lopinavir/Ritonavir, and Antibiotics for Moderate COVID 19: A First Report on the Pharmacological Outcomes from South Korea #HCQ #lancet https://t.co/Gkrhovoqeg",23:20:19
55,5,2020-07-11,2020-07-11 08:32:28,1282648559293087744,"Comparison of #hydroxychloroquine, #lopinavir/ritonavir, and standard of care... https://t.co/WxluXjnKVl on @bloglovin",08:32:28
56,6,2020-07-04,2020-07-04 17:30:02,1280953873457438721,"#WHO discontinues #hydroxychloroquine and #lopinavir/ritonavir treatment arms for COVID-19.

There is no impact of this drug on mortality says WHO.
 https://t.co/yZYNrxUoEF",17:30:02
57,7,2020-07-08,2020-07-08 19:56:17,1280076644737146881,"The #recoverytrial found no benefit with lopinavir-ritonavir as a treatment for #covid19, but a separate retrospective study suggested a benefit with #hydroxychloroquine https://t.co/SVHNCtAYY4",19:56:17
58,8,2020-07-06,2020-07-06 09:50:29,1251720566639218690,"WHO discontinues hydroxychloroquine and lopinavir &amp; ritonavir for COVID 19 patients.
@WHO #Hydroxychloroquine
#COVID19Pandemic #Covid_19
https://t.co/lJQ4AFu3Lb",09:50:29
59,9,2020-07-13,2020-07-13 12:10:21,1264335379324383232,"What are the prospective #drugs for #Covid_19 

https://t.co/7VQVhZXGBc

#coronavirus #CoronavirusPandemic #Hydroxychloroquine #Remdesivir #medicine #COVID #health #publichealth #research #Chemistry #pandemic #pandemia #Cure #science #lopinavir #ritonavir @WHO #chloroquine",12:10:21
60,0,2020-11-09,2020-11-09 23:45:06,1279995672410722309,"A comparison of four re-purposed antiviral drugs for hospitalized people with severe #COVID19: we summarize results from the Solidarity trial, in @medrxivpreprint https://t.co/cGrW9wvQlT  #GrandRounds #coronavirus #covid #Remdesivir #Hydroxychloroquine #Lopinavir #Interferon",23:45:06
61,1,2020-10-29,2020-10-29 15:15:16,1321832982408212480,"#Remdesivir, #Hydroxychloroquine, #Lopinavir, and #Interferon regimens appeared to have little or no effect on hospitalized #COVID19, as indicated by overall mortality, initiation of ventilation and duration of hospital stay.

https://t.co/P9iapy6MO5",15:15:16
62,2,2020-10-16,2020-10-16 09:52:53,1316880233602187269,"These #Remdesivir, #Hydroxychloroquine, #Lopinavir and #Interferon regimens appeared to have little or no effect
on hospitalized #COVID19 as indicated by overall mortality, initiation of ventilation and duration of hospital
stay.
https://t.co/xCcEi7m8SF",09:52:53
63,3,2020-10-15,2020-10-15 23:14:48,1254923507097460736,"WHO #SOLIDARITYtrial results recently posted on MedRxiv at https://t.co/PBP5qFEUvk

This reports provides @WHO SOLIDARITY results and meta-analyses (!) on #hydroxychloroquine, #lopinavir, #interferon &amp; #remdesivir. 

Tweetorial ?? 1/5

#COVID #EBM",23:14:48
64,4,2020-04-14,2020-04-14 22:51:30,1317040811939430400,"There are 24 clinical trials on drug repositioning to treat #COVID19, involving more than 20 medicines, such as human immunoglobulin, interferons, #chloroquine, #hydroxychloroquine, arbidol, #remdesivir, favipiravir, lopinavir, ritonavir, oseltamivir, met…https://t.co/NeiRGxbqUr",22:51:30
65,5,2020-04-28,2020-04-28 00:00:54,1325947555839086600,What's the basis for even thinking #hydroxychloroquine and lopinavir/ritonavir might work on #COVID19 ? https://t.co/di2bkxCrB9,00:00:54
66,6,2020-07-05,2020-07-05 06:54:58,1279473178058915841,"&gt;WHO ended #hydroxychloroquine &amp; lopinavir/ritonavir trials for #COVID19
&gt;Trials ended for hospitalised patients only 
&gt;Hydroxychloroquine is a malaria drug. Lopinavir/ritonavir is an antiviral used to treat HIV
&gt;No decrease in deaths
&gt;Doesn't apply to trials to prevent #COVID19",06:54:58
67,7,2020-07-04,2020-07-04 16:19:07,1279449673430740992,"WHO discontinues hydroxychloroquine and lopinavir/ritonavir trial arms for COVID-19 #coronavirus #arms #covid19 #discontinues #hydroxychloroquine #l...
https://t.co/sObmNHBL4c",16:19:07
68,8,2020-07-04,2020-07-04 17:52:31,1279670085750263810,#WHO WORLD HEALTH ORGANIZATION SAYS IT IS #DISCONTINUING SOLIDARITY TRIAL OF THERAPEUTICS #HYDROXYCHLOROQUINE AND #LOPINAVIR/#RITONAVIR - STATEMENT #covid19,17:52:31
69,9,2020-07-06,2020-07-06 04:28:44,1250195002124152832,"“@WHO has accepted the recommendation from the #Solidarity Trial’s International Steering Committee to discontinue the trial’s #Hydroxychloroquine and lopinavir/ritonavir treatment arms for #COVID19“ 

https://t.co/2qRPyYhOHl",04:28:44
70,0,2020-10-21,2020-10-21 19:33:06,1247845646347927552,"#Health: large-scale random trial has recently been conducted by the #WHO to evaluate the efficiency of repurposed antiviral med, including #Remdesivir, #Hydroxychloroquine, #Lopinavir, and #Interferon, used to treat hospitalized #COVID19 patients.
https://t.co/DLXvfaMvwe",19:33:06
71,1,2020-10-20,2020-10-20 08:14:08,1318465510145744897,"The @WHO's Solidarity Trial has not found #remdesivir, #hydroxychloroquine, #lopinavir, #interferon to be effective in treating #Covid_19. 

""It’s disappointing ... but it does show why you need big trials,” says @JeremyFarrar,"" @kakape @ScienceMagazine

https://t.co/hZB3Q7vome",08:14:08
72,2,2020-10-20,2020-10-20 12:25:59,1318998767891324929,"""No study drug definitely reduced mortality (in unventilated patients or any other subgroup of entry characteristics). 
#Remdesivir #Hydroxychloroquine #Lopinavir and #Interferon regimens appeared to have little or no effect on hospitalized COVID-19""
https://t.co/SEeUn5wiI3",12:25:59
73,3,2020-10-18,2020-10-18 08:00:11,1260594938959613952,"#Remdesivir #Hydroxychloroquine  #Lopinavir and #Interferon regimens appeared to have little or no effect on hospitalized #COVID19 as indicated by overall mortality, initiation of ventilation and duration of hospital stay #science and #Facts #vote  https://t.co/JvnMOJW149",08:00:11
74,4,2020-10-16,2020-10-16 14:24:02,1317109047871635456,"Wichtige Ergebnisse ? These #Remdesivir, #Hydroxychloroquine, #Lopinavir and #interferon regimens appeared to have little or no effect on hospitalized #COVID19, as indicated by overall mortality, initiation of ventilation and duration of hospital stay. https://t.co/zAAH9gSnGw",14:24:02
75,5,2020-10-16,2020-10-16 05:56:57,1316981438764417024,"Bad #coronamedication news! #Hydroxychloroquine, #Lopinavir,  #Interferon and even #Remdesivir @GileadSciences I'm so hopeful about appear to have little effect on #covid-19, as indicated by mortality, initiation of ventilation and hospital stay! Check:
https://t.co/XlDT5Fszxf",05:56:57
76,6,2020-10-16,2020-10-16 07:04:46,1316998503219027968,"#Solidarity TTT #Trial produces conclusive evidence on the effectiveness of repurposed drugs for #COVID19 in record time #Remdesivir, #Hydroxychloroquine, #Lopinavir and #Interferon regimens appeared to have little or no effect on #hospitalized #COVID19 https://t.co/v7va5mVNkK",07:04:46
77,7,2020-04-08,2020-04-08 11:16:00,1317737223857590272,#lopinavir #ritonavir #hydroxychloroquine also included in #NHS #UK #coronavirusUK Recovery trial https://t.co/3CQtjUurOw Quicker we find an effective treatment quicker we can get back to normal https://t.co/7vpjUJGxYs,11:16:00
78,8,2020-05-13,2020-05-13 15:37:08,1318528892039299072,"#Conduction #abnormalities in #hydroxychloroquine add on #therapy to #lopinavir / #ritonavir in #COVID19 (J Med Virol., abstract) https://t.co/zIL5EngEHP",15:37:08
79,9,2020-07-05,2020-07-05 23:43:14,1279923827472924675,"WHO halts hydroxychloroquine, HIV drugs in COVID trials after failure to reduce death @SightMagazine #coronavirus #COVID19 #WHO #hydroxychloroquine #lopinavir #ritonavir 

https://t.co/Qd0q62N6e2",23:43:14
80,0,2020-10-16,2020-10-16 08:13:40,1279461426680066048,"#Remdesivir, #Hydroxychloroquine, #Kaletra and #Interferon didn't reduce mortality among COVID-19 in @WHO study: Report https://t.co/L0P4I8DGXb",08:13:40
81,1,2020-04-23,2020-04-23 23:18:04,1280622622410256390,"#COVID19 severe pneumonia drug RUCONEST® (existing drug for HAE)

1st clinical trial results
Patients with severe pneumonia who did not improve despite standard treatment, including #hydroxychloroquine and lopinavir/ritonavir, were administered RUCONEST®

https://t.co/3m8voNebbF",23:18:04
82,2,2020-04-23,2020-04-23 23:21:50,1279672563371819008,"#COVID19 severe pneumonia drug RUCONEST® - 1st trial results:

Patients with severe pneumonia who did not improve despite standard treatment, including #hydroxychloroquine and lopinavir/ritonavir, were administered RUCONEST® and recovered within 48 hours!

https://t.co/3m8voNebbF",23:21:50
83,3,2020-06-08,2020-06-08 03:51:32,1280278562650509312,"The Finnish company @negenfi is offering #PGX testing for several medicines being investigated for #COVID19 treatment including #chloroquine, #hydroxychloroquine, #lopinavir/#ritonavir, and #anakinra using raw DNA files from @23andMe and @Ancestry.
https://t.co/KPwvqClRiK",03:51:32
84,4,2020-07-06,2020-07-06 23:12:50,1279775777651859456,#WHO Solidarity Trial #Discontinues Use of #Hydroxychloroquine &amp; #Lopinavir/#Ritonavir for Hospitalized COVID-19 Patients https://t.co/6l0ScpdPWL #covid19 #solidaritytrial #clinicaltrails #healthcare,23:12:50
85,5,2020-07-05,2020-07-05 13:33:39,1269839453918572544,"The @WHO has pulled the steroid drug #hydroxychloroquine and HIV treatment combination lopinavir/ritonavir from their ongoing #COVID19 Solidarity trials, after a recommendation from the international Steering Committee advising the same #WHO 
https://t.co/KbZDJLStfH",13:33:39
86,6,2020-07-05,2020-07-05 07:04:48,1279770417838710785,"WHO says it is discontinuing its trials of hydroxychloroquine and lopinavir/ritonavir in COVID-19 patients #Esta #WHO #coronavirus #COVID19 #Hydroxychloroquine 

https://t.co/LlOT6b7PrJ",07:04:48
87,7,2020-07-05,2020-07-05 13:54:57,1317015841133703168,WHO Will No #LONGER Make Use of #Hydroxychloroquine &amp;#Amp; Lopinavir/Ritonavir as #Treatments for COVID-19) https://t.co/N2gr2JFdDJ #Covid19 #LopinavirRitonavir,13:54:57
88,8,2020-07-04,2020-07-04 17:05:50,1253463179574812680,#WHO accepted the recommendation from the Solidarity Trial’s International Steering Committee to discontinue the trial’s #hydroxychloroquine and the #lopinavir/ritonavir arms.,17:05:50
89,9,2020-07-07,2020-07-07 22:00:00,1253464126095003650,"""WHO has accepted the recommendation from the Solidarity Trial’s International Steering Committee to discontinue the trial’s #hydroxychloroquine and lopinavir/ritonavir treatment arms for COVID-19.""- @WHO on ?

#COVID__19 
#InThisTogether 

https://t.co/CwiaDa1fIH",22:00:00
90,0,2020-04-07,2020-04-07 17:42:06,1264921478077853697,"This #Hydroxychloroquine is not as effective as it’s projected

Mortality rate is higher &amp; hence @ICMRDELHI should look into alternatives like Ritonavir, Lopinavir used in treating HIV

There is also a huge expectation on remdesivir a failed drug that was developed to cure Ebola",17:42:06
91,1,2020-05-25,2020-05-25 14:09:16,1279540621120806912,"Small case-control study w/ negative results. ""the rates of viral clearance at day 6 after treatment were not significantly different between patients treated with #hydroxychloroquine and #azithromycin, patients treated with #lopinavir–ritonavir""  https://t.co/pHkLk1L73u #COVID19",14:09:16
92,2,2020-06-12,2020-06-12 10:40:27,1288590555488882690,"""Early administration of #lopinavir/#ritonavir plus #hydroxychloroquine does not alter the clinical course of SARS-CoV-2 infection: a retrospective cohort study.""  https://t.co/P46W1YgLeu",10:40:27
93,3,2020-07-05,2020-07-05 04:07:55,1271391911534907394,"The @WHO is discontinuing #hydroxychloroquine and lopinavir/ritonavir arms for its Solidarity Trial, citing little or no reduction in the mortality of hospitalised #Covid19 patients. https://t.co/ZxwSNob3io",04:07:55
94,4,2020-07-04,2020-07-04 21:33:16,1279792281894162433,"WHO halts hydroxychloroquine, HIV drugs in COVID trials after failure to reduce death https://t.co/Fo6Hv2lDAV
#COVID19 #coronavirus #COVID19Treatments #COVID19Trials #Hydroxychloroquine #lopinavir #ritonavir #pandemic #publichealth #WHO #WorldHealthOrganization  #HIVDrugs",21:33:16
95,5,2020-07-05,2020-07-05 15:00:32,1279528729044230153,"#Trials of #hydroxychloroquine and #HIV #drugs relating to #COVID-19 by the @WHO discontinued ... 

| #SARSCoV2 | #malaria | #COVID19 | #lopinavir | #ritonavir | #patients | Via @globalnews

https://t.co/ULX6preA7y",15:00:32
96,6,2020-07-11,2020-07-11 07:59:36,1279641153332076551,"Comparison of #hydroxychloroquine, #lopinavir/ritonavir, and standard of care in critically ill patients with #SARS-CoV-2 pneumonia: an opportunistic retrospective analysis (Crit Care, abstract) https://t.co/LKYgAZ9fcK",07:59:36
97,7,2020-07-05,2020-07-05 05:00:00,1247580421358882817,"The @WHO discontinues #hydroxychloroquine and lopinavir/ritonavir arms for its Solidarity Trial, citing little or no reduction in the mortality of hospitalized #COVID19 patients. https://t.co/ld0JeKTjCa",05:00:00
